stock_code,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,hold_days,exit_reason,is_win
002304,2024-01-02,2024-01-09,330.5933,307.45176899999996,100,-2427.8441358700074,-0.07334365325077422,5,stop_loss,False
002415,2024-01-02,2024-01-17,260.5046,242.26927799999996,100,-1913.1197319400017,-0.07334365325077406,11,stop_loss,False
601628,2024-01-09,2024-01-26,253.8924,259.175865,100,435.73003904999496,0.0171397145179194,13,trail_stop,True
601318,2024-01-02,2024-02-05,372.2236,403.92841,100,3029.1883977000034,0.08127522181465387,24,trail_stop,True
600570,2024-01-17,2024-02-28,209.4313,223.1924,200,2595.099357999992,0.0618754242765641,30,max_hold,True
601225,2024-01-26,2024-03-05,471.4535,525.18375,100,5190.943782500006,0.10996215569272584,27,trail_stop,True
000002,2024-02-05,2024-03-18,126.0309,137.4635,300,3285.7781340000074,0.08679120671151205,30,max_hold,True
600025,2024-02-28,2024-03-25,167.5551,168.30846,200,29.685782399996242,0.0008847012411652499,18,trail_stop,True
002475,2024-03-05,2024-04-01,360.2911,388.420325,100,2676.7479822500027,0.07419757878293379,19,trail_stop,True
600196,2024-03-25,2024-04-05,209.5178,206.916,200,-670.0159879999919,-0.01596871717039072,9,trail_stop,False
600271,2024-04-05,2024-04-19,307.3961,285.87837299999995,100,-2257.486218790007,-0.07334365325077423,10,stop_loss,False
601628,2024-03-18,2024-04-29,267.8608,259.6922,100,-911.4111099999936,-0.033981374424402494,30,max_hold,False
002714,2024-04-29,2024-05-10,331.4727,327.52903,100,-512.7901278999998,-0.015449971180851658,9,trail_stop,False
600438,2024-04-01,2024-05-13,81.4216,99.2182,500,8731.275030000004,0.2141922808974056,30,max_hold,True
601698,2024-04-19,2024-05-14,42.4146,43.932559999999995,900,1225.598518800005,0.03206462212167817,17,trail_stop,True
601601,2024-05-14,2024-05-23,397.9521,399.19095,100,-19.662691499994253,-0.000493455448227313,7,trail_stop,False
600332,2024-05-14,2024-06-07,125.3686,138.6183,300,3830.3696190000046,0.10171065172128599,18,trail_stop,True
600009,2024-05-10,2024-06-21,373.4164,397.0183,100,2220.3316590000104,0.059382742036291895,30,max_hold,True
002236,2024-06-07,2024-06-24,255.1765,260.704415,100,459.6565395499929,0.017989891775283984,11,trail_stop,True
603288,2024-05-23,2024-07-04,103.5099,108.4009,400,1802.8460239999986,0.0434863082425659,30,max_hold,True
600600,2024-06-21,2024-07-24,140.2633,143.0263,200,450.33944399999746,0.016032517515570596,23,trail_stop,True
600196,2024-06-24,2024-08-05,252.4275,311.3176,100,5784.591377000001,0.22886100648610316,30,max_hold,True
600104,2024-07-24,2024-08-07,190.5494,187.81538,200,-682.7419187999985,-0.017891830324350662,10,trail_stop,False
002022,2024-07-04,2024-08-15,1115.4617,1340.8886,100,22089.275601,0.19777099316926197,30,max_hold,True
002049,2024-08-05,2024-09-06,174.5784,179.05467,100,383.7492338999982,0.021952945358081587,24,trail_stop,True
000776,2024-08-07,2024-09-09,227.9382,225.60657,100,-314.68447709999964,-0.013787768720033403,23,trail_stop,False
600261,2024-08-15,2024-09-10,607.7256,710.9,100,10074.92867200001,0.16556564787216443,18,trail_stop,True
601225,2024-09-09,2024-09-17,586.4691,588.6813699999999,100,9.589301899985003,0.00016329678737370628,6,trail_stop,True
000568,2024-09-10,2024-09-24,629.8018,667.7666,100,3561.0194480000137,0.05646849743883042,10,trail_stop,True
601398,2024-09-06,2024-10-11,128.3764,148.991635,300,6031.69947585,0.15641162619892418,25,trail_stop,True
000977,2024-09-25,2024-10-28,480.6377,544.1458,100,6163.173565000005,0.12806261018654835,23,trail_stop,True
600690,2024-10-11,2024-10-28,625.495,618.16728,100,-956.2648243999938,-0.015268280227941725,11,trail_stop,False
600887,2024-09-17,2024-10-29,868.3394,992.2754,100,12052.492535999976,0.1386191233286272,30,max_hold,True
600438,2024-10-28,2024-11-05,151.5529,152.36081,200,52.092273399997794,0.0017163855447906871,6,trail_stop,True
600867,2024-10-28,2024-11-05,368.8362,343.017666,100,-2708.6961691800025,-0.07334365325077405,6,stop_loss,False
000728,2024-11-05,2024-11-26,126.9773,118.088889,300,-2797.5257804099965,-0.0733436532507739,15,stop_loss,False
601006,2024-11-05,2024-12-04,175.7437,183.102145,200,1341.7686513000008,0.03812445671447378,21,trail_stop,True
600011,2024-11-26,2024-12-09,1245.6614,1272.18167,100,2197.4892338999925,0.01761824045307266,9,trail_stop,True
601800,2024-10-29,2024-12-10,733.7927,881.2879,100,14451.430732000008,0.19668590684068912,30,max_hold,True
600436,2024-12-04,2024-12-17,55.1304,55.640074999999996,700,217.02331524999317,0.005616334862004831,9,trail_stop,True
601318,2024-12-17,2024-12-31,531.1808,493.99814399999997,100,-3900.9386771200006,-0.07334365325077401,10,stop_loss,False
600438,2024-12-10,2025-01-08,166.7925,179.40151500000002,200,2395.912253100003,0.07172989226151341,21,trail_stop,True
600867,2024-12-09,2025-01-17,364.8046,404.118885,100,3791.0565584500073,0.10378527528138265,29,trail_stop,True
600600,2024-12-31,2025-02-11,248.7771,264.0424,100,1433.4592249999987,0.05754541504858638,30,max_hold,True
600079,2025-01-08,2025-02-19,227.1808,250.5703,100,2251.785326999998,0.09898995895125605,30,max_hold,True
603198,2025-01-17,2025-02-28,429.5646,519.6315,100,8831.331356999981,0.2053210514043436,30,max_hold,True
600050,2025-02-19,2025-03-04,763.2863,768.83614,100,278.9244687999744,0.0036495131349912244,9,trail_stop,True
601668,2025-02-11,2025-03-25,611.522,606.3788,100,-733.2849840000054,-0.011975578166664369,30,max_hold,False
600025,2025-02-28,2025-04-08,203.8291,228.210235,200,4718.254725900006,0.11559019193663406,27,trail_stop,True
601985,2025-03-25,2025-04-10,104.8899,103.8973,400,-547.1682640000072,-0.013024558817641294,12,trail_stop,False
002555,2025-03-04,2025-04-15,617.8686,830.6125,100,21003.02620700001,0.3394857372904443,30,max_hold,True
000538,2025-04-08,2025-04-18,282.0545,262.310685,100,-2071.380042550005,-0.07334365325077416,8,stop_loss,False
601211,2025-04-10,2025-04-22,92.257,85.79901,400,-2710.1047292000003,-0.073343653250774,8,stop_loss,False
